airport_id,name,city,country_id,iata,icao,latitude,longitude,altitude_ft,timezone_hrs,dst,tz,type,source
3506,Luke Air Force Base,Phoenix,288,LUF,KLUF,33.534999847399995,-112.383003235,1085,-7.0,A,America/Phoenix,airport,OurAirports
3667,Fairchild Air Force Base,Spokane,288,SKA,KSKA,47.6151008606,-117.65599823,2461,-8.0,A,America/Los_Angeles,airport,OurAirports
3820,Buffalo Niagara International Airport,Buffalo,288,BUF,KBUF,42.94049835,-78.73220062,728,-5.0,A,America/New_York,airport,OurAirports
2581,Governador José Richa Airport,Londrina,78,LDB,SBLO,-23.3335990906,-51.1301002502,1867,-3.0,S,America/Sao_Paulo,airport,OurAirports
3059,Nawapara Airport,Nawapara,150,N,VENP,20.8700008392334,82.51959991455078,1058,5.5,N,Asia/Calcutta,airport,OurAirports
1643,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,226,VSE,LPVZ,40.725498,-7.88899,2060,0.0,E,Europe/Lisbon,airport,OurAirports
6071,Escuela Mariscal Sucre Airport,Maracay,293,MYC,SVBS,10.249978065490724,-67.64942169189453,1338,-4.0,U,America/Caracas,airport,OurAirports
2953,Minsk 1 Airport,Minsk,69,MHP,UMMM,53.86449813842773,27.53969955444336,748,3.0,E,Europe/Minsk,airport,OurAirports
3282,Ketapang(Rahadi Usman) Airport,Ketapang,151,KTG,WIOK,-1.816640019416809,109.96299743652344,46,7.0,N,Asia/Jakarta,airport,OurAirports
3318,Northern Peninsula Airport,Amberley,62,ABM,YBAM,-10.9508,142.459,34,10.0,O,Australia/Brisbane,airport,OurAirports
3562,Davis Monthan Air Force Base,Tucson,288,DMA,KDMA,32.1665000916,-110.883003235,2704,-7.0,A,America/Phoenix,airport,OurAirports
7589,Marakei Airport,Marakei,163,MZK,NGMK,2.058609962463379,173.27099609375,10,12.0,U,Pacific/Tarawa,airport,OurAirports
1334,Annemasse Airport,Annemasse,127,QNJ,LFLI,46.1920013428,6.268390178680001,1620,1.0,E,Europe/Paris,airport,OurAirports
430,Jyvaskyla Airport,Jyvaskyla,126,JYV,EFJY,62.399501800537,25.678300857544,459,2.0,E,Europe/Helsinki,airport,OurAirports
6034,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,78,JDO,SBJU,-7.21895980835,-39.2700996399,1392,-3.0,S,America/Fortaleza,airport,OurAirports
823,Langebaanweg Airport,Langebaanweg,258,SDB,FALW,-32.9688987732,18.1602993011,108,2.0,U,Africa/Johannesburg,airport,OurAirports
6350,Xilinhot Airport,Xilinhot,95,XIL,ZBXH,43.91559982299805,115.96399688720705,0,8.0,U,Asia/Shanghai,airport,OurAirports
414,Pärnu Airport,Parnu,121,EPU,EEPU,58.41899871826172,24.47279930114746,47,2.0,E,Europe/Tallinn,airport,OurAirports
9002,Menindee Airport,Menindee,62,N,YMED,-32.36669921875,142.40499877929688,0,10.0,O,Australia/Sydney,airport,OurAirports
676,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,225,SZZ,EPSC,53.584701538100006,14.9021997452,154,1.0,E,Europe/Warsaw,airport,OurAirports
442,Mariehamn Airport,Mariehamn,126,MHQ,EFMA,60.122200012207,19.898199081421,17,2.0,E,Europe/Mariehamn,airport,OurAirports
11757,Digby / Annapolis Regional Airport,Digby,88,YDG,CYID,44.5458450365,-65.7854247093,499,,N,N,airport,OurAirports
7986,Rawlins Municipal Airport/Harvey Field,Rawlins,288,RWL,KRWL,41.80559921,-107.1999969,6813,-7.0,A,America/Denver,airport,OurAirports
438,Kittilä Airport,Kittila,126,KTT,EFKT,67.700996398926,24.846799850464,644,2.0,E,Europe/Helsinki,airport,OurAirports
13415,Urzhar Airport,Urzhar,161,UZR,UASU,47.09115,81.66521,0,6.0,U,N,airport,OurAirports
767,Nordholz Naval Airbase,Nordholz,133,FCN,ETMN,53.7677001953,8.658499717709999,74,1.0,E,Europe/Berlin,airport,OurAirports
1722,Diyarbakir Airport,Diyabakir,279,DIY,LTCC,37.893901825,40.2010002136,2251,3.0,E,Europe/Istanbul,airport,OurAirports
6222,Kudat Airport,Kudat,181,KUD,WBKT,6.922500133514404,116.83599853515624,10,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports
6176,Barisal Airport,Barisal,67,BZL,VGBR,22.801000595092773,90.30120086669922,23,6.0,U,Asia/Dhaka,airport,OurAirports
4044,La Crosse Municipal Airport,La Crosse,288,LSE,KLSE,43.879002,-91.256699,655,-6.0,A,America/Chicago,airport,OurAirports
6264,Devonport Airport,Devonport,62,DPO,YDPO,-41.1697006226,146.429992676,33,10.0,O,Australia/Melbourne,airport,OurAirports
11951,Chelkar Airport,Chelkar,161,N,UATR,47.90499877929688,59.619998931884766,0,,N,N,airport,OurAirports
2894,Hewanorra International Airport,Hewandorra,242,UVF,TLPL,13.7332,-60.952599,14,-4.0,U,America/St_Lucia,airport,OurAirports
1074,Mohammed V International Airport,Casablanca,195,CMN,GMMN,33.36750030517578,-7.589970111846924,656,0.0,N,Africa/Casablanca,airport,OurAirports
635,Bodø Airport,Bodo,214,BOO,ENBO,67.26920318603516,14.365300178527832,42,1.0,E,Europe/Oslo,airport,OurAirports
4054,Dali Airport,Dali,95,DLU,ZPDL,25.649401,100.319,7050,8.0,U,Asia/Shanghai,airport,OurAirports
1258,Albert-Bray Airport,Albert,127,BYF,LFAQ,49.9715003967,2.69765996933,364,1.0,E,Europe/Paris,airport,OurAirports
212,Boufarik Airport,Boufarik,54,N,DAAK,36.545799,2.87611,335,1.0,N,Africa/Algiers,airport,OurAirports
3821,Griffing Sandusky Airport,Sandusky,288,SKY,KSKY,41.4333992004,-82.6522979736,580,-5.0,A,America/New_York,airport,OurAirports
9395,Bursa Airport,Bursa,279,BTZ,LTBE,40.23329925537109,29.00919914245605,331,3.0,U,Europe/Istanbul,airport,OurAirports
111,Quebec Jean Lesage International Airport,Quebec,88,YQB,CYQB,46.7911,-71.393303,244,-5.0,A,America/Toronto,airport,OurAirports
52,Edson Airport,Edson,88,YET,CYET,53.5788993835,-116.464996338,3043,-7.0,A,America/Edmonton,airport,OurAirports
1540,Rivolto Air Base,Rivolto,156,N,LIPI,45.978699,13.0493,179,1.0,E,Europe/Rome,airport,OurAirports
1137,El Tor Airport,El-tor,117,ELT,HETR,28.208999633789062,33.64550018310547,115,2.0,U,Africa/Cairo,airport,OurAirports
9868,Mulia Airport,Mulia,151,LII,WAJM,-3.7018,137.957,6527,9.0,N,Asia/Jayapura,airport,OurAirports
7830,Kasaba Bay Airport,Kasaba Bay,299,ZKB,FLKY,-8.524999618530273,30.663000106811523,2780,2.0,U,Africa/Lusaka,airport,OurAirports
10151,Mana Pools Airport,Mana Pools,300,N,FVMN,-15.768735,29.385617,1300,2.0,N,N,airport,OurAirports
4078,Tolmachevo Airport,Novosibirsk,234,OVB,UNNT,55.012599945068,82.650703430176,365,7.0,N,Asia/Krasnoyarsk,airport,OurAirports
6720,Mekoryuk Airport,Mekoryuk,288,MYU,PAMY,60.37139892578125,-166.27099609375,48,-9.0,A,America/Anchorage,airport,OurAirports
7094,Kasigluk Airport,Kasigluk,288,KUK,PFKA,60.87440109,-162.5240021,48,-9.0,A,America/Anchorage,airport,OurAirports
5915,Aniwa Airport,Aniwa,292,AWD,NVVB,-19.2346,169.6009,69,11.0,U,Pacific/Efate,airport,OurAirports
10128,Jim Hamilton L.B. Owens Airport,Columbia,288,CUB,KCUB,33.970500946,-80.9952011108,193,-4.0,A,N,airport,OurAirports
5560,Seinäjoki Airport,Seinäjoki / Ilmajoki,126,SJY,EFSI,62.692101,22.8323,302,2.0,E,Europe/Helsinki,airport,OurAirports
11206,Canarana Airport,Canarana,78,CQA,SWEK,-13.574443817138672,-52.27055740356445,1314,-4.0,S,N,airport,OurAirports
5718,Waterloo Regional Airport,Waterloo,288,ALO,KALO,42.55709838867188,-92.40029907226562,873,-6.0,A,America/Chicago,airport,OurAirports
7103,Manokotak Airport,Manokotak,288,KMO,PAMB,58.9902000427,-159.050003052,100,-9.0,A,America/Anchorage,airport,OurAirports
9178,Floyd Bennett Memorial Airport,Queensbury,288,GFL,KGFL,43.3412017822,-73.6102981567,328,-5.0,A,America/New_York,airport,OurAirports
8367,Wellington Municipal Airport,Wellington,288,N,KEGT,37.32360076904297,-97.38829803466795,1277,-6.0,A,America/Chicago,airport,OurAirports
1539,Treviso-Sant'Angelo Airport,Treviso,156,TSF,LIPH,45.648399,12.1944,59,1.0,E,Europe/Rome,airport,OurAirports
2859,Santa Bárbara de Barinas Airport,Santa Barbara,293,SBB,SVSB,7.803514003753662,-71.16571807861328,590,-4.0,U,America/Caracas,airport,OurAirports
13135,Bentonville Municipal-Louise M Thaden Field,Bentonville,288,N,KVBT,36.34569931,-94.21929932,1296,-5.0,A,N,airport,OurAirports
8134,Christmas Valley Airport,Christmas Valley,288,N,K62S,43.23649978637695,-120.66600036621094,4317,-8.0,A,America/Los_Angeles,airport,OurAirports
6042,Ricardo García Posada Airport,El Salvador,94,ESR,SCES,-26.31110000610352,-69.76519775390625,5240,-4.0,S,America/Santiago,airport,OurAirports
3760,Drake Field,Fayetteville,288,FYV,KFYV,36.00510025024414,-94.17009735107422,1251,-6.0,A,America/Chicago,airport,OurAirports
2802,Rodríguez Ballón International Airport,Arequipa,223,AQP,SPQU,-16.3411006927,-71.5830993652,8405,-5.0,U,America/Lima,airport,OurAirports
13022,Harbour (Public) Heliport,Vancouver,88,N,CBC7,49.2868921105,-123.106112257,2,-8.0,A,N,airport,OurAirports
5410,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,255,SCZ,AGGL,-10.72029972076416,165.7949981689453,18,11.0,U,Pacific/Guadalcanal,airport,OurAirports
3694,Altoona Blair County Airport,Altoona,288,AOO,KAOO,40.29639816,-78.31999969,1503,-5.0,A,America/New_York,airport,OurAirports
2439,General Urquiza Airport,Parana,59,PRA,SAAP,-31.7948,-60.4804,242,-3.0,N,America/Cordoba,airport,OurAirports
716,Hudiksvall Airport,Hudiksvall,267,HUV,ESNH,61.7681007385,17.0806999207,95,1.0,E,Europe/Stockholm,airport,OurAirports
1991,Huahine-Fare Airport,Huahine Island,129,HUH,NTTH,-16.68720054626465,-151.02200317382812,7,-10.0,U,Pacific/Tahiti,airport,OurAirports
4350,Berlevåg Airport,Berlevag,214,BVG,ENBV,70.871399,29.034201,42,1.0,E,Europe/Oslo,airport,OurAirports
6385,Shubuling Airport,Linyi,95,LYI,ZSLY,35.04610061645508,118.41200256347656,0,8.0,U,Asia/Shanghai,airport,OurAirports
58,Flin Flon Airport,Flin Flon,88,YFO,CYFO,54.6781005859375,-101.68199920654295,997,-6.0,A,America/Winnipeg,airport,OurAirports
13193,Qionghai Bo'ao Airport,Qionghai,95,BAR,ZJQH,19.13824,110.454775,30,8.0,N,N,airport,OurAirports
6122,Khankala Air Base,Grozny,234,N,URMG,43.298099517822266,45.78409957885742,548,3.0,N,Europe/Moscow,airport,OurAirports
8462,Balzers Heliport,Balzers,268,N,LSXB,47.0681,9.48111,1585,1.0,E,Europe/Vaduz,airport,OurAirports
6002,Miyakejima Airport,Miyakejima,159,MYE,RJTQ,34.073600769,139.559997559,67,9.0,U,Asia/Tokyo,airport,OurAirports
533,Inverness Airport,Inverness,287,INV,EGPE,57.54249954223633,-4.047500133514404,31,0.0,E,Europe/London,airport,OurAirports
2978,Turkmenabat Airport,Chardzhou,280,CRZ,UTAV,39.08330154418945,63.61330032348633,630,5.0,U,Asia/Ashgabat,airport,OurAirports
7059,Chautauqua County-Jamestown Airport,Jamestown,288,JHW,KJHW,42.15340042,-79.25800323,1723,-5.0,A,America/New_York,airport,OurAirports
571,RAF Scampton,Scampton,287,SQZ,EGXP,53.307800293,-0.550832986832,202,0.0,E,Europe/London,airport,OurAirports
6311,Olympic Dam Airport,Olympic Dam,62,OLP,YOLD,-30.4850006104,136.876998901,343,9.5,O,Australia/Adelaide,airport,OurAirports
2236,Damascus International Airport,Damascus,269,DAM,OSDI,33.4114990234375,36.51559829711914,2020,2.0,E,Asia/Damascus,airport,OurAirports
2822,Barinas Airport,Barinas,293,BNS,SVBI,8.615,-70.21416667,615,-4.0,U,America/Caracas,airport,OurAirports
649,Kirkenes Airport (Høybuktmoen),Kirkenes,214,KKN,ENKR,69.725799560547,29.891300201416,283,1.0,E,Europe/Oslo,airport,OurAirports
11270,Artigas International Airport,Artigas ,289,ATI,SUAG,-30.40069961547852,-56.50790023803711,410,-3.0,S,N,airport,OurAirports
2322,Komatsu Airport,Kanazawa,159,KMQ,RJNK,36.39459991455078,136.40699768066406,36,9.0,U,Asia/Tokyo,airport,OurAirports
3488,Cincinnati Northern Kentucky International Airport,Cincinnati,288,CVG,KCVG,39.0488014221,-84.6678009033,896,-5.0,A,America/New_York,airport,OurAirports
742,Linköping City Airport,Linkoeping,267,LPI,ESSL,58.4062004089,15.6805000305,172,1.0,E,Europe/Stockholm,airport,OurAirports
8813,Duxford Aerodrome,Duxford,287,QFO,EGSU,52.090801,0.131944,125,0.0,E,Europe/London,airport,OurAirports
6108,Rivne International Airport,Rivne,285,RWN,UKLR,50.60710144042969,26.141599655151367,755,2.0,E,Europe/Kiev,airport,OurAirports
2842,Higuerote Airport,Higuerote,293,HGE,SVHG,10.462474,-66.092779,12,-4.0,U,America/Caracas,airport,OurAirports
8801,Cross City Airport,Cross City,288,CTY,KCTY,29.6354999542,-83.10479736330001,42,-5.0,A,America/New_York,airport,OurAirports
4272,Qinhuangdao Beidaihe Airport,Bagan,83,BPE,ZBDH,39.666389,119.058889,46,8.0,U,Asia/Shanghai,airport,OurAirports
329,Barth Airport,Barth,133,BBH,EDBH,54.338253,12.710515,23,1.0,E,Europe/Berlin,airport,OurAirports
5704,Kigoma Airport,Kigoma,273,TKQ,HTKA,-4.8862,29.6709,2700,3.0,U,Africa/Dar_es_Salaam,airport,OurAirports
6319,Pormpuraaw Airport,Pormpuraaw,62,EDR,YPMP,-14.896451,141.60908,10,10.0,O,Australia/Brisbane,airport,OurAirports
293,Djerba Zarzis International Airport,Djerba,278,DJE,DTTJ,33.875,10.775500297546388,19,1.0,E,Africa/Tunis,airport,OurAirports
3089,Chandigarh Airport,Chandigarh,150,IXC,VICG,30.67350006103516,76.78849792480469,1012,5.5,N,Asia/Calcutta,airport,OurAirports
2673,José Joaquín de Olmedo International Airport,Guayaquil,116,GYE,SEGU,-2.15741991997,-79.88359832760001,19,-5.0,U,America/Guayaquil,airport,OurAirports
2281,Hyakuri Airport,Ibaraki,159,IBR,RJAH,36.181098938,140.414993286,105,9.0,U,Asia/Tokyo,airport,OurAirports
5885,Pointe Vele Airport,Futuna Island,296,FUT,NLWF,-14.3114004135,-178.065994263,20,12.0,U,Pacific/Wallis,airport,OurAirports
6481,Fullerton Municipal Airport,Fullerton,288,FUL,KFUL,33.8720016479,-117.980003357,96,-8.0,A,America/Los_Angeles,airport,OurAirports
3390,Liuting Airport,Qingdao,95,TAO,ZSQD,36.2661018372,120.374000549,33,8.0,U,Asia/Shanghai,airport,OurAirports
5492,Makkovik Airport,Makkovik,88,YMN,CYFT,55.07690048217773,-59.1864013671875,234,-4.0,A,America/Halifax,airport,OurAirports
11979,Nagurskoye,Murmansk,234,N,UODN,80.803207,47.663586,59,,N,N,airport,OurAirports
3604,Havre City County Airport,Havre,288,HVR,KHVR,48.54299927,-109.762001,2591,-7.0,A,America/Denver,airport,OurAirports
2630,São Gabriel da Cachoeira Airport,Sao Gabriel,78,SJL,SBUA,-0.14835,-66.9855,251,-4.0,S,America/Boa_Vista,airport,OurAirports
9149,Americana Airport,Americana,78,N,SDAI,-22.755800247192383,-47.26940155029297,2085,-3.0,S,America/Sao_Paulo,airport,OurAirports
884,Owando Airport,Owando,100,FTX,FCOO,-0.5313500165939331,15.95009994506836,1214,1.0,N,Africa/Brazzaville,airport,OurAirports
3363,Wagga Wagga City Airport,Wagga Wagga,62,WGA,YSWG,-35.1652984619,147.466003418,724,10.0,O,Australia/Sydney,airport,OurAirports
9239,Stanhope Municipal Airport,Haliburton,88,N,CND4,45.1108333333,-78.64,1066,-5.0,A,America/Toronto,airport,OurAirports
5897,Craig Cove Airport,Craig Cove,292,CCV,NVSF,-16.264999,167.923996,69,11.0,U,Pacific/Efate,airport,OurAirports
6394,Yiwu Airport,Yiwu,95,YIW,ZSYW,29.3446998596,120.031997681,262,8.0,U,Asia/Shanghai,airport,OurAirports
2809,Capitán FAP Guillermo Concha Iberico International Airport,Piura,223,PIU,SPUR,-5.20574998856,-80.61640167239999,120,-5.0,U,America/Lima,airport,OurAirports
5859,Colonel Hill Airport,Colonel Hill,65,CRI,MYCI,22.7455997467,-74.1824035645,5,-5.0,U,America/Nassau,airport,OurAirports
375,Biberach a.d. Riß Airfield,Biberach,133,N,EDMB,48.111111,9.762778,1903,1.0,E,Europe/Berlin,airport,OurAirports
11839,Derby Field,Lovelock,288,LOL,KLOL,40.0663986206,-118.565002441,3904,,N,N,airport,OurAirports
4063,Grand Junction Regional Airport,Grand Junction,288,GJT,KGJT,39.1223983765,-108.527000427,4858,-7.0,A,America/Denver,airport,OurAirports
12034,Narromine Airport,,62,QRM,YNRM,-32.214698791503906,148.22500610351562,782,,N,N,airport,OurAirports
2195,Salalah Airport,Salalah,216,SLL,OOSA,17.038700103759766,54.09130096435547,73,4.0,U,Asia/Muscat,airport,OurAirports
8295,Northeast Alabama Regional Airport,Gadsden,288,GAD,KGAD,33.972599,-86.088996,569,-6.0,A,America/Chicago,airport,OurAirports
3467,Spokane International Airport,Spokane,288,GEG,KGEG,47.61989974975586,-117.53399658203124,2376,-8.0,A,America/Los_Angeles,airport,OurAirports
2225,Rawalakot Airport,Rawala Kot,217,RAZ,OPRT,33.849700927734375,73.79810333251953,5479,5.0,N,Asia/Karachi,airport,OurAirports
10618,Borroloola Airport,Borroloola,62,BOX,YBRL,-16.075300216674805,136.302001953125,55,9.5,O,N,airport,OurAirports
1592,Tel Nof Air Base,Tel-nof,155,N,LLEK,31.8395004272,34.8218002319,193,2.0,E,Asia/Jerusalem,airport,OurAirports
6947,Tuzla International Airport,Null,76,TZL,LQTZ,44.45869827270508,18.72480010986328,784,1.0,E,Europe/Sarajevo,airport,OurAirports
13120,Rerik-Zweedorf Airport,Rerik,133,N,EDCR,54.08194351196289,11.64916706085205,30,1.0,E,N,airport,OurAirports
7453,Hatay Airport,Hatay,279,HTY,LTDA,36.36277771,36.282222747800006,269,3.0,U,Europe/Istanbul,airport,OurAirports
8076,Al Maktoum International Airport,Dubai,286,DWC,OMDW,24.896356,55.161389,114,4.0,U,Asia/Dubai,airport,OurAirports
8352,Rottnest Island Airport,Rottnest Island,62,RTS,YRTI,-32.006699,115.540001,12,8.0,O,Australia/Perth,airport,OurAirports
8565,Clearwater Air Park,Clearwater,288,CLW,KCLW,27.9766998291,-82.7586975098,71,-5.0,A,America/New_York,airport,OurAirports
1396,Maubeuge-Élesmes Airport,Maubeuge,127,XME,LFQJ,50.31050109863281,4.033120155334473,452,1.0,E,Europe/Paris,airport,OurAirports
931,Besalampy Airport,Besalampy,179,BPY,FMNQ,-16.744530296500002,44.4824838638,125,3.0,U,Indian/Antananarivo,airport,OurAirports
11721,Aschaffenburg Airport,Aschaffenburg,133,N,EDFC,49.93888854980469,9.063888549804688,410,1.0,E,N,airport,OurAirports
3234,Shante Air Base,Shante,83,N,VYST,20.941699981689453,95.91449737548828,630,6.5,U,Asia/Rangoon,airport,OurAirports
1797,General Roberto Fierro Villalobos International Airport,Chihuahua,188,CUU,MMCU,28.702899932900003,-105.964996338,4462,-7.0,S,America/Mazatlan,airport,OurAirports
11999,Ambala Air Force Station,,150,N,VIAM,30.368099212646484,76.81670379638672,909,,N,N,airport,OurAirports
2764,Capitan Nicolas Rojas Airport,Potosi,75,POI,SLPO,-19.5431003571,-65.72370147710001,12913,-4.0,U,America/La_Paz,airport,OurAirports
4220,Sugar Land Regional Airport,Sugar Land,288,SGR,KSGR,29.622299194336,-95.65650177002,82,-6.0,A,America/Chicago,airport,OurAirports
6053,Reyes Murillo Airport,Nuquí,97,NQU,SKNQ,5.6964,-77.2806,12,-5.0,U,America/Bogota,airport,OurAirports
13713,Dwangwa Airport,Dwangwa,180,DWA,FWDW,-12.5183,34.131901,1605,,N,N,airport,OurAirports
3880,Great Falls International Airport,Great Falls,288,GTF,KGTF,47.48199844,-111.3710022,3680,-7.0,A,America/Denver,airport,OurAirports
5771,Salina Municipal Airport,Salina,288,SLN,KSLN,38.79100036621094,-97.6521987915039,1288,-6.0,A,America/Chicago,airport,OurAirports
1459,Karpathos Airport,Karpathos,136,AOK,LGKP,35.4213981628418,27.145999908447266,66,2.0,E,Europe/Athens,airport,OurAirports
124,North Battleford Airport,North Battleford,88,YQW,CYQW,52.76919937133789,-108.24400329589844,1799,-6.0,N,America/Regina,airport,OurAirports
484,RNAS Culdrose,Culdrose,287,N,EGDR,50.08610153198242,-5.255710124969482,267,0.0,E,Europe/London,airport,OurAirports
673,Mielec Airport,Mielec,225,N,EPML,50.32229995727539,21.462099075317383,548,1.0,E,Europe/Warsaw,airport,OurAirports
1954,Duncan Town Airport,Duncan Town,65,DCT,MYRD,22.18180084228516,-75.72949981689453,6,-5.0,U,America/Nassau,airport,OurAirports
296,Tozeur Nefta International Airport,Tozeur,278,TOE,DTTZ,33.939701080322266,8.110560417175293,287,1.0,E,Africa/Tunis,airport,OurAirports
11793,Leczyca Military Air Base,Leczyca,225,N,EPLY,52.004699707,19.1455993652,377,,N,N,airport,OurAirports
3496,Creech Air Force Base,Indian Springs,288,INS,KINS,36.5872001648,-115.672996521,3133,-8.0,A,America/Los_Angeles,airport,OurAirports
6374,Mörön Airport,Muren,192,MXV,ZMMN,49.66329956054688,100.0989990234375,4272,8.0,U,Asia/Ulaanbaatar,airport,OurAirports
962,Xangongo Airport,Xangongo,56,XGN,FNXA,-16.755399703979492,14.965299606323242,3635,1.0,N,Africa/Luanda,airport,OurAirports
2042,Wellington International Airport,Wellington,206,WLG,NZWN,-41.3272018433,174.804992676,41,12.0,Z,Pacific/Auckland,airport,OurAirports
7500,Zaranj Airport,Zaranj,51,ZAJ,OAZJ,30.972222,61.865833,1572,4.5,U,Asia/Kabul,airport,OurAirports
443,Menkijarvi Airport,Menkijarvi,126,N,EFME,62.94670104980469,23.51889991760254,331,2.0,E,Europe/Helsinki,airport,OurAirports
1415,Rennes-Saint-Jacques Airport,Rennes,127,RNS,LFRN,48.0694999695,-1.73478996754,124,1.0,E,Europe/Paris,airport,OurAirports
867,Vryburg Airport,Vryburg,258,VRU,FAVB,-26.9824008942,24.7287998199,3920,2.0,U,Africa/Johannesburg,airport,OurAirports
9773,Hyde County Airport,Engelhard,288,N,K7W6,35.562400817871094,-75.9552001953125,8,-5.0,A,America/New_York,airport,OurAirports
3025,Anuradhapura Air Force Base,Anuradhapura,262,ACJ,VCCA,8.30148983002,80.42790222170001,324,5.5,U,Asia/Colombo,airport,OurAirports
3654,Ardmore Municipal Airport,Ardmore,288,ADM,KADM,34.30301,-97.0196342,777,-6.0,A,America/Chicago,airport,OurAirports
1480,Sitia Airport,Sitia,136,JSH,LGST,35.21609878540039,26.101299285888672,376,2.0,E,Europe/Athens,airport,OurAirports
5499,Quaqtaq Airport,Quaqtaq,88,YQC,CYHA,61.0463981628418,-69.6177978515625,103,-5.0,A,America/Toronto,airport,OurAirports
2709,El Dorado International Airport,Bogota,97,BOG,SKBO,4.70159,-74.1469,8361,-5.0,U,America/Bogota,airport,OurAirports
1517,Alghero-Fertilia Airport,Alghero,156,AHO,LIEA,40.632099,8.29077,87,1.0,E,Europe/Rome,airport,OurAirports
1204,Grobnicko Polje Airport,Grobnik,104,N,LDRG,45.37950134277344,14.50380039215088,951,1.0,E,Europe/Zagreb,airport,OurAirports
9189,Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,288,COE,KCOE,47.77429962,-116.8199997,2320,-8.0,A,America/Los_Angeles,airport,OurAirports
9891,Muara Bungo Airport,Muara Bungo,151,BUU,WIPI,-1.1278,102.135,214,7.0,N,N,airport,OurAirports
2280,Matsumoto Airport,Matsumoto,159,MMJ,RJAF,36.16680145263672,137.92300415039062,2182,9.0,U,Asia/Tokyo,airport,OurAirports
7576,Fitzroy Crossing Airport,Fitzroy Crossing,62,FIZ,YFTZ,-18.181900024414062,125.55899810791016,368,8.0,U,Australia/Perth,airport,OurAirports
5498,Grise Fiord Airport,Grise Fiord,88,YGZ,CYGZ,76.4261016846,-82.90920257570001,146,-5.0,A,America/Toronto,airport,OurAirports
4184,Surkhet Airport,Surkhet,201,SKH,VNSK,28.586,81.636002,2400,5.75,N,Asia/Katmandu,airport,OurAirports
6445,Bremerton National Airport,Bremerton,288,PWT,KPWT,47.490200042725,-122.76499938965,444,-8.0,A,America/Los_Angeles,airport,OurAirports
3214,Hommalinn Airport,Hommalin,83,HOX,VYHL,24.899599075317383,94.91400146484376,534,6.5,U,Asia/Rangoon,airport,OurAirports
7042,Rosecrans Memorial Airport,Rosecrans,288,STJ,KSTJ,39.771900177002,-94.909698486328,826,-6.0,A,America/Chicago,airport,OurAirports
282,Mano Dayak International Airport,Agadez,208,AJY,DRZA,16.965999603271484,8.000109672546387,1657,1.0,N,Africa/Niamey,airport,OurAirports
3039,Lengpui Airport,Aizwal,150,AJL,VELP,23.8405990601,92.6196975708,1398,5.5,N,Asia/Calcutta,airport,OurAirports
5967,Aniak Airport,Aniak,288,ANI,PANI,61.58160018920898,-159.54299926757812,88,-9.0,A,America/Anchorage,airport,OurAirports
7347,Annai Airport,Annai,143,NAI,SYAN,3.959439992904663,-59.12419891357422,301,-4.0,U,America/Guyana,airport,OurAirports
6412,Jinzhou Airport,Jinzhou,95,JNZ,ZYJZ,41.10139846801758,121.06199645996094,0,8.0,U,Asia/Shanghai,airport,OurAirports
5930,Bojnord Airport,Bojnourd,152,BJB,OIMN,37.49300003051758,57.30820083618164,3499,3.5,E,Asia/Tehran,airport,OurAirports
9818,Lilydale Airport,Lilydale,62,N,YLIL,-37.69169998168945,145.36700439453125,76,10.0,O,Australia/Hobart,airport,OurAirports
5749,Lebanon Municipal Airport,Lebanon,288,LEB,KLEB,43.6260986328,-72.30419921880001,603,-5.0,A,America/New_York,airport,OurAirports
3175,Songkhla Airport,Songkhla,274,SGZ,VTSH,7.186560153961182,100.60800170898438,12,7.0,U,Asia/Bangkok,airport,OurAirports
2264,Kaohsiung International Airport,Kaohsiung,271,KHH,RCKH,22.57710075378418,120.3499984741211,31,8.0,U,Asia/Taipei,airport,OurAirports
1129,Cairo West Airport,Cairo,117,CWE,HECW,30.116399765,30.9153995514,550,2.0,U,Africa/Cairo,airport,OurAirports
8409,Indianapolis Metropolitan Airport,Indianapolis,288,N,KUMP,39.93519974,-86.04499817,811,-5.0,A,America/New_York,airport,OurAirports
1748,Piešťany Airport,Piestany,253,PZY,LZPP,48.62519836425781,17.828399658203125,545,1.0,E,Europe/Bratislava,airport,OurAirports
1983,Takapoto Airport,Takapoto,129,TKP,NTGT,-14.709500312805176,-145.24600219726562,12,-10.0,U,Pacific/Tahiti,airport,OurAirports
13683,Fazenda São Nicolau Airport,COTRIGUACU,78,N,SWQT,-9.8644437789917,-58.229167938232,738,0.0,U,N,airport,OurAirports
5622,Ambatondrazaka Airport,Ambatondrazaka,179,WAM,FMMZ,-17.795378,48.442583,2513,3.0,U,Indian/Antananarivo,airport,OurAirports
1754,Providenciales Airport,Providenciales,281,PLS,MBPV,21.77359962463379,-72.26589965820312,15,-4.0,U,America/Grand_Turk,airport,OurAirports
3453,Metropolitan Oakland International Airport,Oakland,288,OAK,KOAK,37.721298,-122.221001,9,-8.0,A,America/Los_Angeles,airport,OurAirports
